age,party_reg_state,party_primary_state,density_rural,density_suburban,density_urban,sex,combined_ethnicity_4way,census_median_income,ppi,single,married,num_children,children_3plus,homeowner,renter,education,hasreligion,catholic,christian,bible_reader,interest_in_religion,donrever_1,liberal_donor,conservative_donor,contbrel_1,contbpol_1,contbhlt_1,blue_collar,farmer,professional_technical,retired,apparel_1,bookmusc_1,electrnc_1,boatownr_1,cat_1,environm_1,outdgrdn_1,outdoor_1,guns_1,golf_1,investor_1,veteran_1,expensive_items_1,cnty_pct_religious,cnty_pct_evangelical,suppdem
33,1,0,0,1,0,F,W,60688,63,0,1,4,1,1,0,post graduate,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0.6022888889,0.4203888889,N
80,0,1,0,1,0,M,H,43469,23,0,1,0,0,1,0,high school,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0.5612688889,0.17449,N
50,0,0,0,0,1,M,B,29187,49,0,1,0,0,1,0,high school,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0.51661,0.16278,Y
80,1,1,0,1,0,M,W,114014,53,0,1,0,0,1,0,no hs degree,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0.37073,0.1110988889,Y
22,0,0,0,1,0,F,W,40320,53,0,1,0,0,1,0,no hs degree,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0.50929,0.3069388889,N
62,1,1,0,0,1,F,W,37369,62,1,0,0,0,0,1,some college,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0.54572,0.02696,Y
56,1,0,0,1,0,F,B,66954,111,0,1,0,0,1,0,bach degree,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0.64235,0.03046888889,N
68,1,0,1,0,0,F,W,64515,29,0,1,0,0,1,0,high school,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0.61499,0.15461,N
87,1,1,0,1,0,F,W,38862,13,0,1,0,0,1,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0.3271488889,0.05592,N
72,0,1,0,1,0,M,B,50953,36,1,0,0,0,1,0,no hs degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.59359,0.2890088889,N
23,0,1,1,0,0,M,W,95546,118,0,1,0,0,1,0,some college,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0.4975288889,0.2170088889,N
82,1,1,0,1,0,F,B,30000,18,0,1,0,0,1,0,some college,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0.4833288889,0.2321388889,N
33,1,1,0,0,1,M,H,104139,144,0,1,1,0,1,0,some college,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0.4355688889,0.08340888889,Y
59,0,0,1,0,0,F,W,40234,63,0,1,1,0,1,0,high school,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0.4790888889,0.08257888889,N
47,0,1,1,0,0,M,W,37224,9,0,1,2,0,1,0,some college,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0.59359,0.2890088889,N
78,0,1,0,1,0,M,W,45187,18,0,1,0,0,1,0,high school,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0.4436288889,0.29385,N
60,0,1,0,1,0,M,W,135063,53,0,1,1,0,1,0,some college,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0.61447,0.26006,N
48,1,0,0,1,0,F,H,117408,220,1,0,1,0,1,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.3975788889,0.1088788889,Y
27,1,0,0,1,0,F,B,123291,134,0,1,0,0,1,0,bach degree,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0.6712888889,0.0298,Y
57,1,0,1,0,0,F,W,66860,94,1,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5556488889,0.05428,N
80,1,0,1,0,0,F,W,39462,14,0,1,0,0,1,0,high school,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0.54899,0.41906,N
66,1,1,0,1,0,M,W,44814,13,0,1,0,0,1,0,high school,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289,0.07054,N
78,1,0,0,0,1,M,W,78315,250,0,1,0,0,1,0,bach degree,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.64235,0.03046888889,Y
56,0,0,1,0,0,M,W,37462,41,0,1,0,0,1,0,high school,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0.46323,0.37675,N
40,0,1,0,0,1,M,H,17062,35,0,1,1,0,1,0,high school,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4972788889,0.11753,Y
57,1,0,0,1,0,F,W,72311,74,0,1,1,0,1,0,high school,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0.2954488889,0.07726,Y
36,1,0,1,0,0,M,W,54132,18,0,1,0,0,1,0,high school,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0.59136,0.36941,N
70,1,1,0,1,0,M,W,165678,152,0,1,0,0,1,0,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0.64208,0.04375,Y
28,0,1,0,1,0,M,W,73510,73,0,1,2,0,1,0,bach degree,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.5247,0.1161088889,Y
72,1,1,0,1,0,M,W,58490,14,0,1,0,0,1,0,bach degree,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0.4833288889,0.2321388889,Y
63,0,1,1,0,0,F,W,70112,96,0,1,1,0,1,0,bach degree,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0.2079788889,0.07809888889,N
59,1,0,0,1,0,F,W,100897,205,0,1,0,0,1,0,high school,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0.34862,0.1396688889,N
58,0,0,0,1,0,M,W,59634,56,0,1,1,0,1,0,high school,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0.3636488889,0.22962,Y
46,1,0,0,0,1,M,H,56631,102,1,0,0,0,1,0,no hs degree,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6712888889,0.0298,Y
84,0,1,0,1,0,F,W,62961,14,0,1,0,0,1,0,high school,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0.5196288889,0.09845,Y
64,0,1,0,0,1,F,B,56564,51,0,1,2,0,1,0,some college,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0.59621,0.08334888889,Y
47,1,1,0,1,0,M,W,29723,35,0,1,0,0,1,0,no hs degree,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.5284088889,0.3655188889,N
46,0,1,0,1,0,F,W,36656,49,0,1,0,0,1,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4290088889,0.2139688889,N
86,1,0,0,1,0,F,W,42382,14,0,1,0,0,1,0,no hs degree,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0.6275,0.41817,N
82,1,0,0,1,0,F,W,53693,14,0,1,0,0,1,0,high school,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.4226488889,0.0236,Y
28,1,1,0,0,1,M,W,100268,120,0,1,1,0,1,0,bach degree,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0.35037,0.17805,N
73,1,1,0,0,1,M,W,61376,65,0,1,1,0,1,0,post graduate,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0.3337788889,0.15312,N
74,1,1,0,1,0,M,W,117328,53,0,1,0,0,1,0,some college,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0.3099388889,0.05274,Y
85,1,0,0,1,0,F,W,60719,86,0,1,0,0,1,0,no hs degree,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0.75675,0.11703,N
76,1,1,0,1,0,F,W,84157,23,0,1,0,0,1,0,high school,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0.35687,0.1286988889,N
67,1,0,0,0,1,F,H,33215,26,0,1,0,0,1,0,high school,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3670188889,0.1265688889,Y
42,1,0,0,1,0,M,B,57068,106,0,1,0,0,1,0,some college,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0.35761,0.07723888889,Y
20,1,0,0,0,1,F,H,36022,44,0,1,0,0,0,1,no hs degree,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49424,0.03796,Y
51,0,1,1,0,0,M,W,44819,59,0,1,3,1,1,0,bach degree,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0.57334,0.4829488889,N
93,1,1,0,1,0,F,W,63638,18,0,1,0,0,1,0,NA,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0.4897588889,0.09445,N
34,1,1,0,0,1,F,H,50243,150,0,1,1,0,1,0,high school,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0.5310388889,0.08296888889,N
44,1,1,0,0,1,M,W,67045,22,0,1,0,0,1,0,some college,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.39073,0.1400088889,N
55,1,0,0,0,1,F,W,57523,29,0,1,0,0,1,0,high school,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0.49424,0.03796,N
50,1,0,0,1,0,M,W,82236,123,0,1,2,0,1,0,bach degree,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0.3506288889,0.12858,N
52,1,0,0,1,0,F,W,42372,54,0,1,3,1,1,0,post graduate,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0.72498,0.4525788889,N
57,0,1,1,0,0,F,W,55154,56,0,1,0,0,1,0,high school,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.4652688889,0.1674088889,Y
51,1,0,0,0,1,F,H,46696,150,0,1,0,0,1,0,high school,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.49424,0.03796,Y
84,0,1,1,0,0,F,W,48176,56,0,1,0,0,1,0,high school,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0.59969,0.41311,Y
30,0,1,0,1,0,F,W,81296,110,0,1,0,0,1,0,post graduate,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0.4059588889,0.3137588889,Y
45,1,0,1,0,0,F,B,72754,84,0,1,1,0,1,0,some college,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.41579,0.1934388889,N
35,0,1,1,0,0,M,W,51847,56,0,1,0,0,1,0,some college,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0.5157988889,0.3948988889,Y
52,1,0,0,1,0,M,W,63696,156,0,1,0,0,1,0,some college,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0.7566488889,0.01698,N
21,0,1,0,1,0,M,W,50810,47,1,0,0,0,0,1,some college,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0.4854588889,0.1744088889,N
61,0,0,1,0,0,M,W,46590,68,0,1,0,0,1,0,post graduate,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0.71362,0.5698088889,N
64,1,0,0,1,0,M,W,111702,74,0,1,0,0,1,0,some college,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0.4854488889,0.1432288889,N
60,0,1,0,1,0,M,W,41684,77,0,1,0,0,1,0,high school,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0.34799,0.2274088889,N
66,1,1,0,1,0,F,W,44310,51,0,1,0,0,1,0,high school,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0.3884388889,0.1084,N
40,0,0,1,0,0,M,W,86172,75,0,1,3,1,1,0,bach degree,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0.3909388889,0.05517888889,N
43,1,0,0,1,0,M,B,74416,77,0,1,0,0,1,0,bach degree,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0.54757,0.24308,Y
65,1,0,0,1,0,M,W,67478,75,0,1,2,0,1,0,bach degree,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0.72108,0.03945,Y
20,0,0,1,0,0,M,W,35506,47,0,1,0,0,0,0,some college,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69425,0.1239888889,N
48,0,1,1,0,0,F,W,45659,80,0,1,1,0,1,0,high school,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0.4096388889,0.24055,N
57,1,1,1,0,0,F,W,42995,165,0,1,0,0,1,0,some college,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0.57744,0.43798,N
62,1,1,1,0,0,M,W,60632,100,0,1,2,0,1,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5310088889,0.32431,N
35,0,1,0,1,0,M,W,89694,74,0,1,0,0,1,0,high school,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0.58395,0.26324,Y
57,0,0,0,1,0,F,W,98203,120,0,1,0,0,1,0,high school,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0.4305888889,0.08606888889,N
39,1,1,0,0,1,M,H,47539,63,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5310388889,0.08296888889,N
21,1,1,0,0,1,F,H,11561,100,1,0,0,0,0,1,high school,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5771288889,0.04022888889,Y
77,0,1,0,1,0,M,W,102946,51,0,1,0,0,1,0,high school,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0.35523,0.1450388889,N
46,1,0,0,1,0,F,W,32028,81,0,1,5,1,1,0,some college,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2430088889,0.1165988889,N
49,1,0,0,1,0,F,W,87670,77,0,1,3,1,1,0,post graduate,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0.62698,0.3540188889,Y
66,1,1,0,1,0,F,B,70343,84,0,1,0,0,1,0,high school,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0.4646288889,0.2856,Y
63,1,1,1,0,0,F,W,49395,147,0,1,1,0,1,0,bach degree,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0.4116,0.26591,N
36,0,0,0,1,0,F,W,124457,175,0,1,0,0,1,0,post graduate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57632,0.12251,Y
63,1,0,1,0,0,F,W,40746,26,0,1,0,0,1,0,bach degree,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0.42943,0.20334,N
46,1,0,0,0,1,M,B,30462,58,1,0,0,0,0,1,some college,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37398,0.04297888889,Y
76,1,0,1,0,0,M,W,65878,44,0,1,0,0,1,0,high school,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0.35761,0.07723888889,N
51,0,1,1,0,0,M,W,50876,70,0,1,1,0,1,0,bach degree,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0.5301788889,0.4328388889,N
30,0,1,0,0,1,F,W,38636,102,0,1,1,0,1,0,post graduate,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0.59621,0.08334888889,Y
58,0,1,1,0,0,F,W,69688,53,0,1,0,0,1,0,post graduate,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0.51647,0.1075688889,Y
59,1,1,0,1,0,M,W,20612,131,0,1,0,0,1,0,high school,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0.3696988889,0.13743,N
56,0,1,1,0,0,F,W,45823,63,0,1,0,0,1,0,some college,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.76425,0.5871488889,N
60,1,1,1,0,0,M,W,47504,77,0,1,0,0,1,0,post graduate,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.15018,0.05704888889,N
24,0,0,0,1,0,M,W,47607,89,0,1,0,0,1,0,some college,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0.54683,0.23455,N
76,1,1,0,1,0,M,W,92558,118,0,1,0,0,1,0,bach degree,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0.40679,0.1881988889,Y
76,1,1,0,1,0,F,W,53176,31,0,1,0,0,1,0,bach degree,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0.35131,0.05335888889,Y
65,1,1,1,0,0,M,W,55091,51,0,1,0,0,1,0,high school,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0.8422888889,0.28622,N
60,0,1,1,0,0,F,B,49569,91,0,1,3,1,1,0,high school,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0.52686,0.3380888889,Y
40,1,1,0,1,0,U,W,63609,74,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4648988889,0.06127,N
71,0,1,1,0,0,F,W,56525,29,0,1,0,0,1,0,no hs degree,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.54812,0.3067788889,Y
50,1,1,0,1,0,F,H,35677,78,0,1,0,0,1,0,some college,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0.62247,0.09015,Y
79,1,1,1,0,0,M,W,55733,29,0,1,0,0,1,0,high school,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4268,0.1036088889,N
90,1,1,1,0,0,M,W,62551,29,0,1,0,0,1,0,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0.5106288889,0.02146888889,N
86,1,0,0,0,1,F,H,26006,49,1,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.3975788889,0.1088788889,N
25,0,1,0,1,0,M,W,83322,89,0,1,2,0,1,0,high school,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0.36111,0.09162,N
61,1,0,0,1,0,F,W,104475,83,0,1,0,0,1,0,high school,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0.35761,0.07723888889,Y
86,1,0,1,0,0,M,W,58502,23,0,1,2,0,1,0,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0.4762588889,0.3247688889,N
60,0,1,0,1,0,F,B,29719,62,0,1,0,0,1,0,some college,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0.37742,0.17137,Y
21,1,1,0,0,1,F,W,32335,54,1,0,0,0,1,0,some college,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.51909,0.2221388889,Y
34,0,1,0,1,0,M,W,57323,66,0,1,0,0,1,0,bach degree,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.61411,0.34972,N
58,0,0,1,0,0,F,W,67470,400,0,1,1,0,1,0,some college,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0.6396588889,0.18278,N
81,0,1,1,0,0,F,W,58385,18,0,1,0,0,1,0,high school,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0.61836,0.41735,N
47,1,0,0,0,1,M,H,53448,89,1,0,0,0,1,0,high school,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0.49424,0.03796,N
47,0,1,1,0,0,F,W,44814,60,0,1,1,0,1,0,high school,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0.46148,0.07959,N
53,1,1,1,0,0,F,W,53242,69,0,1,0,0,1,0,high school,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.4268388889,0.04975888889,Y
67,1,1,0,0,1,F,W,30036,13,0,1,0,0,1,0,high school,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0.5641488889,0.08443,N
46,1,1,0,0,1,F,W,93900,126,0,1,0,0,1,0,some college,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0.61307,0.06726,N
56,1,0,0,1,0,M,W,78923,156,0,1,1,0,1,0,post graduate,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.35761,0.07723888889,N
86,0,1,0,1,0,F,W,56895,165,0,1,0,0,1,0,post graduate,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.35468,0.16536,Y
63,0,1,0,1,0,F,B,33819,14,0,1,0,0,1,0,high school,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0.6552,0.44325,Y
82,1,1,1,0,0,M,W,82271,44,0,1,0,0,1,0,high school,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0.63259,0.06317888889,N
72,1,0,0,1,0,F,W,46186,13,0,1,2,0,1,0,some college,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0.3543788889,0.1199888889,N
91,1,1,0,0,1,M,W,89534,74,0,1,0,0,1,0,NA,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.48772,0.07498888889,N
40,0,1,0,1,0,F,W,77981,88,1,0,0,0,1,0,bach degree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.658,0.2220388889,Y
24,1,1,0,0,1,F,W,62575,75,0,1,0,0,1,0,some college,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48772,0.07498888889,Y
43,1,1,0,1,0,U,W,57989,80,0,1,3,1,1,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0.4784488889,0.02517,N
38,0,1,0,1,0,F,W,54476,84,0,1,0,0,1,0,high school,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0.58395,0.26324,N
23,0,1,1,0,0,M,H,19261,41,0,1,0,0,1,0,some college,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5882588889,0.05118888889,Y
